flare_id,GOES_class,stix_start_UTC,stix_end_UTC,mwa_start_UTC,mwa_end_UTC,flare_duration_sec,overlap_percentage,projectids,obs_ids
2406030512,M1.0,2024-06-03 04:49:48.647000+00:00,2024-06-03 05:36:12.652000+00:00,2024-06-03 04:49:48.647000+00:00,2024-06-03 05:36:12.652000+00:00,2784,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401425296, 1401425416, 1401425536, 1401425656, 1401425776, 1401425896, 1401426016, 1401426136, 1401426256, 1401426376, 1401426496, 1401426616, 1401426736, 1401426856, 1401426976, 1401427096, 1401427216, 1401427336, 1401427456, 1401427576, 1401427696, 1401427816, 1401427936, 1401428056, 1401428176]"
2406020329,C4.9,2024-06-02 03:20:40.581000+00:00,2024-06-02 03:36:04.583000+00:00,2024-06-02 03:20:40.581000+00:00,2024-06-02 03:36:04.583000+00:00,924,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401333616, 1401333736, 1401333856, 1401333976, 1401334096, 1401334216, 1401334336, 1401334456, 1401334576]"
2209230355,C3.6,2022-09-23 03:45:45.947000+00:00,2022-09-23 04:00:49.948000+00:00,2022-09-23 03:45:45.947000+00:00,2022-09-23 04:00:49.948000+00:00,904,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1347939904, 1347940200, 1347940496, 1347940792]"
2405130632,C3.6,2024-05-13 06:32:00.062000+00:00,2024-05-13 06:33:12.062000+00:00,2024-05-13 06:32:00.062000+00:00,2024-05-13 06:33:12.062000+00:00,72,100,['G0002'],[1399617016]
2208310412,C3.2,2022-08-31 03:51:39.673000+00:00,2022-08-31 04:31:07.677000+00:00,2022-08-31 03:51:39.673000+00:00,2022-08-31 04:31:07.677000+00:00,2368,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1345953000, 1345953296, 1345953592, 1345953888, 1345954184, 1345954480, 1345954776, 1345955072, 1345955368]"
2406010607,C3.1,2024-06-01 06:05:04.642000+00:00,2024-06-01 06:19:32.644000+00:00,2024-06-01 06:05:04.642000+00:00,2024-06-01 06:19:32.644000+00:00,868,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401257056, 1401257176, 1401257296, 1401257416, 1401257536, 1401257656, 1401257776, 1401257896]"
2406030242,C3.1,2024-06-03 02:05:36.630000+00:00,2024-06-03 03:01:20.636000+00:00,2024-06-03 02:05:36.630000+00:00,2024-06-03 03:01:20.636000+00:00,3344,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401415456, 1401415576, 1401415696, 1401415816, 1401415936, 1401416056, 1401416176, 1401416296, 1401416416, 1401416536, 1401416656, 1401416776, 1401416896, 1401417016, 1401417136, 1401417256, 1401417376, 1401417496, 1401417616, 1401417736, 1401417856, 1401417976, 1401418096, 1401418216, 1401418336, 1401418456, 1401418576, 1401418696, 1401418816]"
2208310331,C2.5,2022-08-31 03:31:31.771000+00:00,2022-08-31 03:32:27.771000+00:00,2022-08-31 03:31:31.771000+00:00,2022-08-31 03:32:27.771000+00:00,56,100,['G0002'],[1345951816]
2405310614,C2.5,2024-05-31 06:05:24.787000+00:00,2024-05-31 06:27:08.789000+00:00,2024-05-31 06:05:24.787000+00:00,2024-05-31 06:27:08.789000+00:00,1304,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401170656, 1401170776, 1401170896, 1401171016, 1401171136, 1401171256, 1401171376, 1401171496, 1401171616, 1401171736, 1401171856, 1401171976]"
2406010522,C2.5,2024-06-01 05:17:16.637000+00:00,2024-06-01 05:44:00.640000+00:00,2024-06-01 05:17:16.637000+00:00,2024-06-01 05:44:00.640000+00:00,1604,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401254176, 1401254296, 1401254416, 1401254536, 1401254656, 1401254776, 1401254896, 1401255016, 1401255136, 1401255256, 1401255376, 1401255496, 1401255616, 1401255736, 1401255856]"
2209240357,C2.2,2022-09-24 03:56:18.101000+00:00,2022-09-24 03:59:46.101000+00:00,2022-09-24 03:56:18.101000+00:00,2022-09-24 03:59:46.101000+00:00,208,100,"['G0002', 'G0002']","[1348026896, 1348027192]"
2209300209,C2.2,2022-09-30 02:07:00.302000+00:00,2022-09-30 02:15:44.303000+00:00,2022-09-30 02:07:00.302000+00:00,2022-09-30 02:15:44.303000+00:00,524,100,"['G0002', 'G0002', 'G0002']","[1348538688, 1348538984, 1348539280]"
2406010558,C2.2,2024-06-01 05:55:00.641000+00:00,2024-06-01 06:01:08.642000+00:00,2024-06-01 05:55:00.641000+00:00,2024-06-01 06:01:08.642000+00:00,368,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1401256456, 1401256576, 1401256696, 1401256816]"
2209290330,C2.0,2022-09-29 03:28:04.158000+00:00,2022-09-29 03:32:56.158000+00:00,2022-09-29 03:28:04.158000+00:00,2022-09-29 03:32:56.158000+00:00,292,100,"['G0002', 'G0002']","[1348457024, 1348457320]"
2209290336,C2.0,2022-09-29 03:34:24.158000+00:00,2022-09-29 03:39:44.159000+00:00,2022-09-29 03:34:24.158000+00:00,2022-09-29 03:39:44.159000+00:00,320,100,"['G0002', 'G0002']","[1348457616, 1348457912]"
2307250336,C2.0,2023-07-25 03:36:08.202000+00:00,2023-07-25 03:36:32.202000+00:00,2023-07-25 03:36:08.202000+00:00,2023-07-25 03:36:32.202000+00:00,24,100,['G0002'],[1374291144]
2209200350,C1.9,2022-09-20 03:43:57.690000+00:00,2022-09-20 04:01:17.692000+00:00,2022-09-20 03:43:57.690000+00:00,2022-09-20 04:01:17.692000+00:00,1040,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1347680408, 1347680704, 1347681000, 1347681296, 1347681592]"
2307250442,C1.7,2023-07-25 04:26:32.207000+00:00,2023-07-25 05:16:12.212000+00:00,2023-07-25 04:26:32.207000+00:00,2023-07-25 05:16:12.212000+00:00,2980,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1374294400, 1374294696, 1374294992, 1374295288, 1374295584, 1374295880, 1374296176, 1374296472, 1374296768, 1374297064, 1374297360]"
2405310559,C1.5,2024-05-31 05:55:04.786000+00:00,2024-05-31 06:03:44.787000+00:00,2024-05-31 05:55:04.786000+00:00,2024-05-31 06:03:44.787000+00:00,520,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401170056, 1401170176, 1401170296, 1401170416, 1401170536]"
2209210343,C1.4,2022-09-21 03:37:33.742000+00:00,2022-09-21 03:48:29.744000+00:00,2022-09-21 03:37:33.742000+00:00,2022-09-21 03:48:29.744000+00:00,656,100,"['G0002', 'G0002', 'G0002']","[1347766512, 1347766808, 1347767104]"
2209270409,C1.4,2022-09-27 04:05:23.956000+00:00,2022-09-27 04:10:59.957000+00:00,2022-09-27 04:05:23.956000+00:00,2022-09-27 04:10:59.957000+00:00,336,100,"['G0002', 'G0002']","[1348286592, 1348286888]"
2209250141,C1.3,2022-09-25 01:36:10.135000+00:00,2022-09-25 01:51:50.137000+00:00,2022-09-25 01:36:10.135000+00:00,2022-09-25 01:51:50.137000+00:00,940,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1348104912, 1348105208, 1348105504, 1348105800]"
2307250652,C1.3,2023-07-25 06:41:32.221000+00:00,2023-07-25 06:56:28.222000+00:00,2023-07-25 06:41:32.221000+00:00,2023-07-25 06:56:28.222000+00:00,896,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1374302392, 1374302688, 1374302984, 1374303280]"
2209060451,C1.2,2022-09-06 04:15:40.778000+00:00,2022-09-06 05:07:00.784000+00:00,2022-09-06 04:15:40.778000+00:00,2022-09-06 05:07:00.784000+00:00,3080,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1346472856, 1346473096, 1346473336, 1346473576, 1346473816, 1346474056, 1346474296, 1346474536, 1346474776, 1346475016, 1346475256, 1346475496, 1346475736, 1346475976]"
2312300308,C1.2,2023-12-30 03:05:51.350000+00:00,2023-12-30 03:12:35.350000+00:00,2023-12-30 03:05:51.350000+00:00,2023-12-30 03:12:35.350000+00:00,404,100,"['G0002', 'G0002', 'G0002']","[1387940664, 1387940904, 1387941144]"
2209250357,C1.1,2022-09-25 03:55:14.150000+00:00,2022-09-25 04:04:14.151000+00:00,2022-09-25 03:55:14.150000+00:00,2022-09-25 04:04:14.151000+00:00,540,100,"['G0002', 'G0002', 'G0002']","[1348113200, 1348113496, 1348113792]"
2209270156,C1.1,2022-09-27 01:51:32.042000+00:00,2022-09-27 02:06:04.044000+00:00,2022-09-27 01:51:32.042000+00:00,2022-09-27 02:06:04.044000+00:00,872,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1348278600, 1348278896, 1348279192, 1348279488]"
2209280147,C1.1,2022-09-28 01:42:15.996000+00:00,2022-09-28 01:57:35.997000+00:00,2022-09-28 01:42:15.996000+00:00,2022-09-28 01:57:35.997000+00:00,920,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1348364408, 1348364704, 1348365000, 1348365296]"
2209280408,C1.1,2022-09-28 04:08:08.009000+00:00,2022-09-28 04:09:08.009000+00:00,2022-09-28 04:08:08.009000+00:00,2022-09-28 04:09:08.009000+00:00,60,100,['G0002'],[1348373288]
2312300422,C1.1,2023-12-30 04:17:27.257000+00:00,2023-12-30 04:33:15.259000+00:00,2023-12-30 04:17:27.257000+00:00,2023-12-30 04:33:15.259000+00:00,948,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1387944984, 1387945224, 1387945464, 1387945704, 1387945944]"
2209170404,C1.0,2022-09-17 03:57:55.633000+00:00,2022-09-17 04:15:15.635000+00:00,2022-09-17 03:57:55.633000+00:00,2022-09-17 04:15:15.635000+00:00,1040,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1347422096, 1347422392, 1347422688, 1347422984, 1347423280]"
2209270147,C1.0,2022-09-27 01:44:36.041000+00:00,2022-09-27 01:49:48.042000+00:00,2022-09-27 01:44:36.041000+00:00,2022-09-27 01:49:48.042000+00:00,312,100,"['G0002', 'G0002', 'G0002']","[1348278008, 1348278304, 1348278600]"
2209280359,C1.0,2022-09-28 03:58:40.008000+00:00,2022-09-28 04:01:12.008000+00:00,2022-09-28 03:58:40.008000+00:00,2022-09-28 04:01:12.008000+00:00,152,100,['G0002'],[1348372696]
2312300616,C1.0,2023-12-30 06:15:07.270000+00:00,2023-12-30 06:19:55.271000+00:00,2023-12-30 06:15:07.270000+00:00,2023-12-30 06:19:55.271000+00:00,288,100,"['G0002', 'G0002']","[1387951944, 1387952184]"
2209280256,B9.8,2022-09-28 02:55:52.003000+00:00,2022-09-28 02:57:36.003000+00:00,2022-09-28 02:55:52.003000+00:00,2022-09-28 02:57:36.003000+00:00,104,100,['G0002'],[1348368848]
2209270304,B9.7,2022-09-27 03:02:32.050000+00:00,2022-09-27 03:11:00.051000+00:00,2022-09-27 03:02:32.050000+00:00,2022-09-27 03:11:00.051000+00:00,508,100,"['G0002', 'G0002', 'G0002']","[1348282744, 1348283040, 1348283336]"
2209270326,B9.7,2022-09-27 03:23:32.052000+00:00,2022-09-27 03:39:51.954000+00:00,2022-09-27 03:23:32.052000+00:00,2022-09-27 03:39:51.954000+00:00,979,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1348284224, 1348284520, 1348284816, 1348285112]"
2209280353,B9.5,2022-09-28 03:52:20.007000+00:00,2022-09-28 03:54:24.008000+00:00,2022-09-28 03:52:20.007000+00:00,2022-09-28 03:54:24.008000+00:00,124,100,"['G0002', 'G0002']","[1348372104, 1348372400]"
2312300416,B9.5,2023-12-30 04:14:27.257000+00:00,2023-12-30 04:17:19.257000+00:00,2023-12-30 04:14:27.257000+00:00,2023-12-30 04:17:19.257000+00:00,172,100,"['G0002', 'G0002']","[1387944744, 1387944984]"
2209030417,B9.3,2022-09-03 03:49:31.926000+00:00,2022-09-03 04:25:59.930000+00:00,2022-09-03 03:49:31.926000+00:00,2022-09-03 04:25:59.930000+00:00,2188,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1346211904, 1346212200, 1346212496, 1346212792, 1346213088, 1346213384, 1346213680, 1346213976, 1346214272]"
2209070355,B9.3,2022-09-07 03:49:16.726000+00:00,2022-09-07 04:13:56.729000+00:00,2022-09-07 03:49:16.726000+00:00,2022-09-07 04:13:56.729000+00:00,1480,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1346557504, 1346557800, 1346558096, 1346558392, 1346558688, 1346558984]"
2207220418,B9.2,2022-07-22 04:10:40.415000+00:00,2022-07-22 04:29:16.417000+00:00,2022-07-22 04:10:40.415000+00:00,2022-07-22 04:29:16.417000+00:00,1116,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1342498184, 1342498480, 1342498776, 1342499072, 1342499368]"
2209250421,B9.0,2022-09-25 04:11:18.151000+00:00,2022-09-25 04:36:34.154000+00:00,2022-09-25 04:11:18.151000+00:00,2022-09-25 04:36:34.154000+00:00,1516,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1348114088, 1348114384, 1348114680, 1348114976, 1348115272, 1348115568]"
2209260603,B8.9,2022-09-26 05:48:00.014000+00:00,2022-09-26 06:20:12.017000+00:00,2022-09-26 05:48:00.014000+00:00,2022-09-26 06:20:12.017000+00:00,1932,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1348206408, 1348206704, 1348207000, 1348207296, 1348207592, 1348207888, 1348208184]"
2209160420,B8.1,2022-09-16 04:17:23.585000+00:00,2022-09-16 04:24:59.585000+00:00,2022-09-16 04:17:23.585000+00:00,2022-09-16 04:24:59.585000+00:00,456,100,"['G0002', 'G0002', 'G0002']","[1347336856, 1347337096, 1347337336]"
2209260410,B8.1,2022-09-26 04:06:16.003000+00:00,2022-09-26 04:21:20.008000+00:00,2022-09-26 04:06:16.003000+00:00,2022-09-26 04:21:20.008000+00:00,904,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1348200376, 1348200616, 1348200856, 1348201096]"
2209180346,B8.0,2022-09-18 03:41:40.882000+00:00,2022-09-18 03:52:20.883000+00:00,2022-09-18 03:41:40.882000+00:00,2022-09-18 03:52:20.883000+00:00,640,100,"['G0002', 'G0002', 'G0002']","[1347507608, 1347507904, 1347508200]"
2209260356,B8.0,2022-09-26 03:50:44.001000+00:00,2022-09-26 03:59:56.002000+00:00,2022-09-26 03:50:44.001000+00:00,2022-09-26 03:59:56.002000+00:00,552,100,"['G0002', 'G0002', 'G0002']","[1348199416, 1348199656, 1348199896]"
2209010413,B7.0,2022-09-01 04:07:07.726000+00:00,2022-09-01 04:16:47.727000+00:00,2022-09-01 04:07:07.726000+00:00,2022-09-01 04:16:47.727000+00:00,580,100,"['G0002', 'G0002', 'G0002']","[1346040288, 1346040584, 1346040880]"
2206010419,B3.7,2022-06-01 04:15:08.591000+00:00,2022-06-01 04:33:48.593000+00:00,2022-06-01 04:15:08.591000+00:00,2022-06-01 04:33:48.593000+00:00,1120,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1338091872, 1338092168, 1338092464, 1338092760, 1338093056]"
2206010321,B2.7,2022-06-01 03:06:08.584000+00:00,2022-06-01 03:31:52.587000+00:00,2022-06-01 03:06:08.584000+00:00,2022-06-01 03:31:52.587000+00:00,1544,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1338087816, 1338088112, 1338088408, 1338088704, 1338089000, 1338089296]"
2206010613,B2.5,2022-06-01 06:08:36.603000+00:00,2022-06-01 06:31:12.606000+00:00,2022-06-01 06:08:36.603000+00:00,2022-06-01 06:31:12.606000+00:00,1356,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1338098680, 1338098976, 1338099272, 1338099568, 1338099864, 1338100160]"
2207310354,B2.0,2022-07-31 03:47:16.046000+00:00,2022-07-31 04:14:12.049000+00:00,2022-07-31 03:47:16.046000+00:00,2022-07-31 04:14:12.049000+00:00,1616,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1343274304, 1343274600, 1343274896, 1343275192, 1343275488, 1343275784]"
2208300347,,2022-08-30 03:44:55.924000+00:00,2022-08-30 03:49:51.926000+00:00,2022-08-30 03:44:55.924000+00:00,2022-08-30 03:49:51.926000+00:00,296,100,"['G0002', 'G0002']","[1345866304, 1345866600]"
2208300354,,2022-08-30 03:53:07.927000+00:00,2022-08-30 03:58:55.927000+00:00,2022-08-30 03:53:07.927000+00:00,2022-08-30 03:58:55.927000+00:00,348,100,"['G0002', 'G0002']","[1345866600, 1345866896]"
2208300405,,2022-08-30 03:52:59.927000+00:00,2022-08-30 04:23:03.930000+00:00,2022-08-30 03:52:59.927000+00:00,2022-08-30 04:23:03.930000+00:00,1804,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1345866600, 1345866896, 1345867192, 1345867488, 1345867784, 1345868080, 1345868376]"
2208300430,,2022-08-30 04:26:55.927000+00:00,2022-08-30 04:31:51.927000+00:00,2022-08-30 04:26:55.927000+00:00,2022-08-30 04:31:51.927000+00:00,296,100,"['G0002', 'G0002']","[1345868672, 1345868968]"
2209260553,,2022-09-26 05:48:08.014000+00:00,2022-09-26 05:55:20.015000+00:00,2022-09-26 05:48:08.014000+00:00,2022-09-26 05:55:20.015000+00:00,432,100,"['G0002', 'G0002']","[1348206408, 1348206704]"
2209270547,,2022-09-27 05:46:31.968000+00:00,2022-09-27 05:51:43.968000+00:00,2022-09-27 05:46:31.968000+00:00,2022-09-27 05:51:43.968000+00:00,312,100,"['G0002', 'G0002']","[1348292808, 1348293104]"
2209270608,,2022-09-27 06:05:59.970000+00:00,2022-09-27 06:11:23.970000+00:00,2022-09-27 06:05:59.970000+00:00,2022-09-27 06:11:23.970000+00:00,324,100,"['G0002', 'G0002', 'G0002']","[1348293696, 1348293992, 1348294288]"
2209280602,,2022-09-28 06:01:32.023000+00:00,2022-09-28 06:02:20.023000+00:00,2022-09-28 06:01:32.023000+00:00,2022-09-28 06:02:20.023000+00:00,48,100,['G0002'],[1348380096]
2209280610,,2022-09-28 06:05:00.023000+00:00,2022-09-28 06:13:52.024000+00:00,2022-09-28 06:05:00.023000+00:00,2022-09-28 06:13:52.024000+00:00,532,100,"['G0002', 'G0002', 'G0002']","[1348380096, 1348380392, 1348380688]"
2209280615,,2022-09-28 06:14:40.024000+00:00,2022-09-28 06:15:52.025000+00:00,2022-09-28 06:14:40.024000+00:00,2022-09-28 06:15:52.025000+00:00,72,100,['G0002'],[1348380688]
2209290424,,2022-09-29 04:23:00.163000+00:00,2022-09-29 04:39:16.165000+00:00,2022-09-29 04:23:00.163000+00:00,2022-09-29 04:39:16.165000+00:00,976,100,"['G0002', 'G0002', 'G0002', 'G0002']","[1348460576, 1348460872, 1348461168, 1348461464]"
2209290452,,2022-09-29 04:48:40.166000+00:00,2022-09-29 04:53:48.167000+00:00,2022-09-29 04:48:40.166000+00:00,2022-09-29 04:53:48.167000+00:00,308,100,"['G0002', 'G0002']","[1348462056, 1348462352]"
2209290457,,2022-09-29 04:56:08.167000+00:00,2022-09-29 04:58:00.167000+00:00,2022-09-29 04:56:08.167000+00:00,2022-09-29 04:58:00.167000+00:00,112,100,"['G0002', 'G0002']","[1348462352, 1348462648]"
2209290506,,2022-09-29 05:04:44.168000+00:00,2022-09-29 05:07:44.168000+00:00,2022-09-29 05:04:44.168000+00:00,2022-09-29 05:07:44.168000+00:00,180,100,"['G0002', 'G0002']","[1348462944, 1348463240]"
2209290617,,2022-09-29 06:16:40.176000+00:00,2022-09-29 06:18:52.176000+00:00,2022-09-29 06:16:40.176000+00:00,2022-09-29 06:18:52.176000+00:00,132,100,['G0002'],[1348467384]
2209300429,,2022-09-30 04:28:20.317000+00:00,2022-09-30 04:34:12.317000+00:00,2022-09-30 04:28:20.317000+00:00,2022-09-30 04:34:12.317000+00:00,352,100,"['G0002', 'G0002']","[1348547272, 1348547568]"
2309150357,,2023-09-15 03:51:28.445000+00:00,2023-09-15 04:30:56.447000+00:00,2023-09-15 03:51:28.445000+00:00,2023-09-15 04:30:56.447000+00:00,2368,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1378784904, 1378785200, 1378785496, 1378785792, 1378786088, 1378786384, 1378786680, 1378786976, 1378787272]"
2309150505,,2023-09-15 04:55:16.450000+00:00,2023-09-15 05:29:28.454000+00:00,2023-09-15 04:55:16.450000+00:00,2023-09-15 05:29:28.454000+00:00,2052,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1378788752, 1378789048, 1378789344, 1378789640, 1378789936, 1378790232, 1378790528, 1378790824]"
2309150609,,2023-09-15 06:05:52.458000+00:00,2023-09-15 06:21:52.459000+00:00,2023-09-15 06:05:52.458000+00:00,2023-09-15 06:21:52.459000+00:00,960,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1378792896, 1378793192, 1378793488, 1378793784, 1378794080]"
2309150636,,2023-09-15 06:35:08.461000+00:00,2023-09-15 06:40:32.461000+00:00,2023-09-15 06:35:08.461000+00:00,2023-09-15 06:40:32.461000+00:00,324,100,"['G0002', 'G0002']","[1378794672, 1378794968]"
2309150655,,2023-09-15 06:44:12.462000+00:00,2023-09-15 07:42:32.468000+00:00,2023-09-15 06:44:12.462000+00:00,2023-09-15 07:42:32.468000+00:00,3500,100,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1378795264, 1378795560, 1378795856, 1378796152, 1378796448, 1378796744, 1378797040, 1378797336, 1378797632, 1378797928, 1378798224, 1378798520, 1378798816]"
2405310322,C9.9,2024-05-31 03:13:44.770000+00:00,2024-05-31 03:59:20.773000+00:00,2024-05-31 03:13:44.770000+00:00,2024-05-31 03:59:20.773000+00:00,2736,99,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401160336, 1401160456, 1401160576, 1401160696, 1401160816, 1401160936, 1401161056, 1401161176, 1401161296, 1401161416, 1401161536, 1401161656, 1401161776, 1401161896, 1401162016, 1401162136, 1401162256, 1401162376, 1401162496, 1401162616, 1401162736, 1401162856, 1401162976, 1401163096]"
2406040235,C2.9,2024-06-04 02:26:32.689000+00:00,2024-06-04 02:51:56.691000+00:00,2024-06-04 02:26:32.689000+00:00,2024-06-04 02:51:56.691000+00:00,1524,99,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401503176, 1401503296, 1401503416, 1401503536, 1401503656, 1401503776, 1401503896, 1401504016, 1401504136, 1401504256, 1401504376, 1401504496, 1401504616]"
2209230415,C1.9,2022-09-23 04:06:49.949000+00:00,2022-09-23 04:29:13.951000+00:00,2022-09-23 04:06:49.949000+00:00,2022-09-23 04:29:13.951000+00:00,1344,99,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1347941088, 1347941384, 1347941680, 1347941976, 1347942272, 1347942568]"
2209290139,C1.9,2022-09-29 01:34:52.146000+00:00,2022-09-29 01:43:08.146000+00:00,2022-09-29 01:34:52.146000+00:00,2022-09-29 01:43:08.146000+00:00,496,99,"['G0002', 'G0002']","[1348450512, 1348450808]"
2209020426,C1.8,2022-09-02 04:18:23.778000+00:00,2022-09-02 04:31:55.779000+00:00,2022-09-02 04:18:23.778000+00:00,2022-09-02 04:31:55.779000+00:00,812,99,"['G0002', 'G0002', 'G0002', 'G0002']","[1346127280, 1346127576, 1346127872, 1346128168]"
2209190349,C1.8,2022-09-19 03:43:29.838000+00:00,2022-09-19 03:57:29.839000+00:00,2022-09-19 03:43:29.838000+00:00,2022-09-19 03:57:29.839000+00:00,840,99,"['G0002', 'G0002', 'G0002', 'G0002']","[1347594008, 1347594304, 1347594600, 1347594896]"
2209300256,C1.8,2022-09-30 02:55:28.307000+00:00,2022-09-30 03:07:20.308000+00:00,2022-09-30 02:55:28.307000+00:00,2022-09-30 03:07:20.308000+00:00,712,99,"['G0002', 'G0002', 'G0002']","[1348541648, 1348541944, 1348542240]"
2405310524,C1.7,2024-05-31 05:20:00.782000+00:00,2024-05-31 05:32:12.783000+00:00,2024-05-31 05:20:00.782000+00:00,2024-05-31 05:32:12.783000+00:00,732,99,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1401168016, 1401168136, 1401168256, 1401168376, 1401168496, 1401168616, 1401168736]"
2208130346,C1.1,2022-08-13 03:41:56.075000+00:00,2022-08-13 03:54:28.076000+00:00,2022-08-13 03:41:56.075000+00:00,2022-08-13 03:54:28.076000+00:00,752,99,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1344397096, 1344397336, 1344397576, 1344397816, 1344398056]"
2209260256,B9.3,2022-09-26 02:51:10.195000+00:00,2022-09-26 03:14:42.098000+00:00,2022-09-26 02:51:10.195000+00:00,2022-09-26 03:14:42.098000+00:00,1411,99,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1348195752, 1348196048, 1348196344, 1348196640, 1348196936, 1348197232]"
2209270351,B9.3,2022-09-27 03:47:47.955000+00:00,2022-09-27 03:59:39.956000+00:00,2022-09-27 03:47:47.955000+00:00,2022-09-27 03:59:39.956000+00:00,712,99,"['G0002', 'G0002', 'G0002', 'G0002']","[1348285408, 1348285704, 1348286000, 1348286296]"
2209090355,B6.7,2022-09-09 03:49:12.927000+00:00,2022-09-09 04:03:00.928000+00:00,2022-09-09 03:49:12.927000+00:00,2022-09-09 04:03:00.928000+00:00,828,99,"['G0002', 'G0002', 'G0002', 'G0002']","[1346730304, 1346730600, 1346730896, 1346731192]"
2206250346,B5.4,2022-06-25 03:42:04.128000+00:00,2022-06-25 03:54:28.129000+00:00,2022-06-25 03:42:04.128000+00:00,2022-06-25 03:54:28.129000+00:00,744,99,"['G0002', 'G0002', 'G0002', 'G0002']","[1340163736, 1340163976, 1340164216, 1340164456]"
