flare_id,GOES_class,stix_start_UTC,stix_end_UTC,mwa_start_UTC,mwa_end_UTC,flare_duration_sec,overlap_percentage,projectids,obs_ids,obs_names,calibrator_obs_ids,calibrator_obs_names,calibrator_time_diff_hr
2407070159,C7.2,2024-07-07 01:56:24.442000+00:00,2024-07-07 02:05:16.443000+00:00,2024-07-07 01:56:24.442000+00:00,2024-07-07 02:05:16.443000+00:00,532,24,"['G0002', 'G0002']","[1404352816, 1404352936]","['Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']","[1404340216, 1404381856]","['Oberoi2024A_Cal_PicA_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_CenA_Ch[58,61,...,210,226]']","[3.5, 8.07]"
2501010232,C6.9,2025-01-01 02:30:48.433000+00:00,2025-01-01 02:39:24.434000+00:00,2025-01-01 02:30:48.433000+00:00,2025-01-01 02:39:24.434000+00:00,516,24,['G0002'],[1419733816],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2407270633,M1.5,2024-07-27 06:31:09.006000+00:00,2024-07-27 06:34:37.007000+00:00,2024-07-27 06:31:09.006000+00:00,2024-07-27 06:34:37.007000+00:00,208,23,['G0002'],[1406097016],"['Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]']","[1406068216, 1406109856]","['Oberoi2024A_Cal_PicA_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_CenA_Ch[58,61,...,210,226]']","[8.0, 3.57]"
2408010604,M1.3,2024-08-01 06:02:55.689000+00:00,2024-08-01 06:07:55.689000+00:00,2024-08-01 06:02:55.689000+00:00,2024-08-01 06:07:55.689000+00:00,300,23,"['G0002', 'G0002']","[1406527304, 1406527456]","['YAMAGAWA_SolarTrigger_20240801060110_Sun_Ch[128,133,...,240,246]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']","[1406500216, 1406542760]","['Oberoi2024A_Cal_PicA_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_HerA_Ch[58,61,...,210,226]']","[7.52, 4.29]"
2501290454,C5.0,2025-01-29 04:53:22.283000+00:00,2025-01-29 05:06:26.284000+00:00,2025-01-29 04:53:22.283000+00:00,2025-01-29 05:06:26.284000+00:00,784,23,"['G0002', 'G0002']","[1422161872, 1422162016]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2501040423,C3.5,2025-01-04 04:22:00.719000+00:00,2025-01-04 04:34:28.720000+00:00,2025-01-04 04:22:00.719000+00:00,2025-01-04 04:34:28.720000+00:00,748,23,['G0002'],[1420000216],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2412090052,C2.8,2024-12-09 00:49:23.891000+00:00,2024-12-09 00:59:07.892000+00:00,2024-12-09 00:49:23.891000+00:00,2024-12-09 00:59:07.892000+00:00,584,23,"['G0002', 'G0002', 'G0002']","[1417740960, 1417740976, 1417740992]","['YAMAGAWA_SolarTrigger_20241209005517_Sun_Ch[56,63,...,182,218]', 'YAMAGAWA_SolarTrigger_20241209005517_Sun_Ch[56,63,...,182,218]', 'YAMAGAWA_SolarTrigger_20241209005517_Sun_Ch[56,63,...,182,218]']",[],[],[]
2312290032,C2.7,2023-12-29 00:21:51.177000+00:00,2023-12-29 01:11:51.183000+00:00,2023-12-29 00:21:51.177000+00:00,2023-12-29 01:11:51.183000+00:00,3000,23,"['G0002', 'G0002', 'G0002']","[1387846816, 1387847056, 1387847296]","['Oberoi2023B_reg_Sun_Ch[75,76,...,160,161]_1_of_23', 'Oberoi2023B_reg_Sun_Ch[75,76,...,160,161]_2_of_23', 'Oberoi2023B_reg_Sun_Ch[75,76,...,160,161]_3_of_23']","[1387830616, 1387830912, 1387885040, 1387885336]","['Oberoi2023B_Cal_HydA_Ch[58,61,...,210,226]', 'Oberoi2023B_Cal_HydA_Ch[75,76,...,160,161]', 'Oberoi2023B_Cal_3C444_Ch[58,61,...,210,226]', 'Oberoi2023B_Cal_3C444_Ch[75,76,...,160,161]']","[4.5, 4.42, 10.62, 10.7]"
2411070722,M1.4,2024-11-07 07:18:49.360000+00:00,2024-11-07 07:30:53.362000+00:00,2024-11-07 07:18:49.360000+00:00,2024-11-07 07:30:53.362000+00:00,724,22,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1414999168, 1414999432, 1414999456, 1414999472, 1414999776]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'YAMAGAWA_SolarTrigger_20241107072318_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241107072318_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241107072318_Sun_Ch[56,64,...,241,250]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2409130157,M1.3,2024-09-13 01:54:48.670000+00:00,2024-09-13 02:04:16.671000+00:00,2024-09-13 01:54:48.670000+00:00,2024-09-13 02:04:16.671000+00:00,568,22,"['G0002', 'G0002']","[1410227800, 1410228016]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]']","[1410212120, 1410258560]","['Oberoi2024A_Cal_PicA_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_HerA_Ch[58,61,...,210,226]']","[4.36, 8.54]"
2502180156,C5.0,2025-02-18 01:51:24.753000+00:00,2025-02-18 02:05:24.755000+00:00,2025-02-18 01:51:24.753000+00:00,2025-02-18 02:05:24.755000+00:00,840,22,"['G0002', 'G0002', 'G0002']","[1423878736, 1423879216, 1423879400]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2411280631,C6.8,2024-11-28 06:29:05.787000+00:00,2024-11-28 06:43:21.789000+00:00,2024-11-28 06:29:05.787000+00:00,2024-11-28 06:43:21.789000+00:00,856,21,"['G0002', 'G0002']","[1416810616, 1416810928]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2409100555,C4.1,2024-09-10 05:53:28.619000+00:00,2024-09-10 06:01:32.620000+00:00,2024-09-10 05:53:28.619000+00:00,2024-09-10 06:01:32.620000+00:00,484,21,"['G0002', 'G0002']","[1409983200, 1409983216]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]']","[1409952920, 1409999360]","['Oberoi2024A_Cal_PicA_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_HerA_Ch[58,61,...,210,226]']","[8.41, 4.49]"
2411020110,C3.7,2024-11-02 01:05:53.229000+00:00,2024-11-02 01:16:37.230000+00:00,2024-11-02 01:05:53.229000+00:00,2024-11-02 01:16:37.230000+00:00,644,21,"['G0002', 'G0002', 'G0002']","[1414544872, 1414545264, 1414545288]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'YAMAGAWA_SolarTrigger_20241102011318_Sun_Ch[129,131,...,175,178]', 'YAMAGAWA_SolarTrigger_20241102011318_Sun_Ch[129,131,...,175,178]']",[],[],[]
2501040226,C3.5,2025-01-04 02:20:24.705000+00:00,2025-01-04 02:34:20.707000+00:00,2025-01-04 02:20:24.705000+00:00,2025-01-04 02:34:20.707000+00:00,836,21,['G0002'],[1419993016],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2502060326,C3.0,2025-02-06 03:20:36.245000+00:00,2025-02-06 03:34:16.247000+00:00,2025-02-06 03:20:36.245000+00:00,2025-02-06 03:34:16.247000+00:00,820,21,['G0002'],[1422847816],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2412070229,C2.7,2024-12-07 02:23:27.885000+00:00,2024-12-07 02:37:15.886000+00:00,2024-12-07 02:23:27.885000+00:00,2024-12-07 02:37:15.886000+00:00,828,21,['G0002'],[1417573816],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2411290622,C2.6,2024-11-29 06:19:51.945000+00:00,2024-11-29 06:33:59.946000+00:00,2024-11-29 06:19:51.945000+00:00,2024-11-29 06:33:59.946000+00:00,848,21,"['G0002', 'G0002']","[1416896728, 1416897016]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2502220300,C8.2,2025-02-22 02:54:21.796000+00:00,2025-02-22 03:09:05.797000+00:00,2025-02-22 02:54:21.796000+00:00,2025-02-22 03:09:05.797000+00:00,884,20,"['G0002', 'G0002']","[1424228416, 1424228632]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2412110325,C6.9,2024-12-11 03:20:06.025000+00:00,2024-12-11 03:34:41.926000+00:00,2024-12-11 03:20:06.025000+00:00,2024-12-11 03:34:41.926000+00:00,875,20,['G0002'],[1417923016],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2411240334,C5.7,2024-11-24 03:29:25.636000+00:00,2024-11-24 03:44:41.638000+00:00,2024-11-24 03:29:25.636000+00:00,2024-11-24 03:44:41.638000+00:00,916,20,"['G0002', 'G0002']","[1416454216, 1416454720]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2501250318,C4.7,2025-01-25 02:53:22.128000+00:00,2025-01-25 03:35:58.132000+00:00,2025-01-25 02:53:22.128000+00:00,2025-01-25 03:35:58.132000+00:00,2556,20,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1421808832, 1421809216, 1421809432, 1421810032, 1421810640, 1421811016, 1421811232, 1421811368]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'YAMAGAWA_SolarTrigger_20250125033318_Sun_Ch[103,107,...,182,186]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2405210610,C4.3,2024-05-21 05:50:12.511000+00:00,2024-05-21 06:34:04.516000+00:00,2024-05-21 05:50:12.511000+00:00,2024-05-21 06:34:04.516000+00:00,2632,20,"['G0002', 'G0002']","[1400306416, 1400308216]","['Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]', 'Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]']","[1400278816, 1400320816]","['Oberoi2024A_Cal_3C444_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_HydA_Ch[58,61,...,210,226]']","[7.67, 4.0]"
2502220404,C3.4,2025-02-22 03:59:17.803000+00:00,2025-02-22 04:14:37.804000+00:00,2025-02-22 03:59:17.803000+00:00,2025-02-22 04:14:37.804000+00:00,920,20,"['G0002', 'G0002', 'G0002']","[1424232016, 1424232248, 1424232856]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2410121015,C2.6,2024-10-12 10:10:04.130000+00:00,2024-10-12 10:20:16.131000+00:00,2024-10-12 10:10:04.130000+00:00,2024-10-12 10:20:16.131000+00:00,612,20,"['G0002', 'G0002']","[1412763384, 1412763400]","['YAMAGAWA_SolarTrigger_20241012_Cal_3C353_Ch[126,128,...,173,176]', 'YAMAGAWA_SolarTrigger_20241012_Cal_3C353_Ch[126,128,...,173,176]']",[],[],[]
2412090329,C1.7,2024-12-09 03:25:45.908000+00:00,2024-12-09 03:37:17.910000+00:00,2024-12-09 03:25:45.908000+00:00,2024-12-09 03:37:17.910000+00:00,692,20,['G0002'],[1417750248],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2409120426,,2024-09-12 04:24:08.528000+00:00,2024-09-12 04:31:28.529000+00:00,2024-09-12 04:24:08.528000+00:00,2024-09-12 04:31:28.529000+00:00,440,20,['G0002'],[1410150616],"['Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]']","[1410125720, 1410172160]","['Oberoi2024A_Cal_PicA_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_HerA_Ch[58,61,...,210,226]']","[6.92, 5.98]"
2405140205,X1.7,2024-05-14 02:01:28.090000+00:00,2024-05-14 03:03:52.097000+00:00,2024-05-14 02:01:28.090000+00:00,2024-05-14 03:03:52.097000+00:00,3744,19,"['G0002', 'G0002', 'G0002']","[1399687216, 1399689016, 1399690816]","['Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]', 'Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]', 'Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]']","[1399674616, 1399716016]","['Oberoi2024A_Cal_3C444_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_HydA_Ch[58,61,...,210,226]']","[3.5, 8.0]"
2411250259,C4.2,2024-11-25 02:57:05.792000+00:00,2024-11-25 03:13:21.794000+00:00,2024-11-25 02:57:05.792000+00:00,2024-11-25 03:13:21.794000+00:00,976,19,"['G0002', 'G0002', 'G0002']","[1416538704, 1416538816, 1416539312]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2502230331,C4.0,2025-02-23 03:27:49.958000+00:00,2025-02-23 03:43:33.960000+00:00,2025-02-23 03:27:49.958000+00:00,2025-02-23 03:43:33.960000+00:00,944,19,"['G0002', 'G0002']","[1424316616, 1424316832]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2502070429,C3.3,2025-02-07 04:19:56.312000+00:00,2025-02-07 04:35:08.314000+00:00,2025-02-07 04:19:56.312000+00:00,2025-02-07 04:35:08.314000+00:00,912,19,['G0002'],[1422937816],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2412130027,C2.9,2024-12-13 00:25:01.922000+00:00,2024-12-13 00:37:25.923000+00:00,2024-12-13 00:25:01.922000+00:00,2024-12-13 00:37:25.923000+00:00,744,19,"['G0002', 'G0002', 'G0002']","[1418084992, 1418085016, 1418085032]","['YAMAGAWA_SolarTrigger_20241213002918_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241213002918_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241213002918_Sun_Ch[56,64,...,241,250]']",[],[],[]
2412110701,C2.7,2024-12-11 06:41:21.947000+00:00,2024-12-11 07:48:09.954000+00:00,2024-12-11 06:41:21.947000+00:00,2024-12-11 07:48:09.954000+00:00,4008,19,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1417934440, 1417934640, 1417934672, 1417934880, 1417934896, 1417934912, 1417935112, 1417935136, 1417935152, 1417935352, 1417935368, 1417935392, 1417935592, 1417935616, 1417935632, 1417935832]","['YAMAGAWA_SolarTrigger_20241211063920_Sun_Ch[56,64,...,240,249]', 'YAMAGAWA_SolarTrigger_20241211064320_Sun_Ch[56,63,...,221,229]', 'YAMAGAWA_SolarTrigger_20241211064320_Sun_Ch[56,63,...,221,229]', 'YAMAGAWA_SolarTrigger_20241211064719_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241211064719_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241211064719_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241211065120_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241211065120_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241211065120_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241211065516_Sun_Ch[56,62,...,180,187]', 'YAMAGAWA_SolarTrigger_20241211065516_Sun_Ch[56,62,...,180,187]', 'YAMAGAWA_SolarTrigger_20241211065516_Sun_Ch[56,62,...,180,187]', 'YAMAGAWA_SolarTrigger_20241211065919_Sun_Ch[56,64,...,235,244]', 'YAMAGAWA_SolarTrigger_20241211065919_Sun_Ch[56,64,...,235,244]', 'YAMAGAWA_SolarTrigger_20241211065919_Sun_Ch[56,64,...,235,244]', 'YAMAGAWA_SolarTrigger_20241211070319_Sun_Ch[56,63,...,224,232]']",[],[],[]
2502061101,M7.7,2025-02-06 10:56:44.197000+00:00,2025-02-06 11:07:16.198000+00:00,2025-02-06 10:56:44.197000+00:00,2025-02-06 11:07:16.198000+00:00,632,18,"['G0002', 'G0002', 'G0002']","[1422874880, 1422875008, 1422875144]","['YAMAGAWA_SolarTrigger_202526_Cal_PicA_Ch[56,63,...,128,131]', 'YAMAGAWA_SolarTrigger_202526_Cal_PicA_Ch[132,134,...,168,170]', 'YAMAGAWA_SolarTrigger_202526_Cal_PicA_Ch[164,165,...,241,250]']",[],[],[]
2501060257,C5.4,2025-01-06 02:52:25.026000+00:00,2025-01-06 03:08:33.027000+00:00,2025-01-06 02:52:25.026000+00:00,2025-01-06 03:08:33.027000+00:00,968,18,['G0002'],[1420167616],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2410200258,C3.7,2024-10-20 02:58:28.165000+00:00,2024-10-20 02:59:12.165000+00:00,2024-10-20 02:58:28.165000+00:00,2024-10-20 02:59:12.165000+00:00,44,18,['G0002'],[1413428352],"['Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2412180534,C2.8,2024-12-18 05:26:50.447000+00:00,2024-12-18 05:43:06.449000+00:00,2024-12-18 05:26:50.447000+00:00,2024-12-18 05:43:06.449000+00:00,976,18,['G0002'],[1418535016],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2502150322,C1.5,2025-02-15 03:19:08.484000+00:00,2025-02-15 03:36:48.486000+00:00,2025-02-15 03:19:08.484000+00:00,2025-02-15 03:36:48.486000+00:00,1060,18,"['G0002', 'G0002', 'G0002']","[1423625024, 1423625416, 1423625632]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2408010634,M1.7,2024-08-01 06:27:11.691000+00:00,2024-08-01 06:39:15.693000+00:00,2024-08-01 06:27:11.691000+00:00,2024-08-01 06:39:15.693000+00:00,724,17,"['G0002', 'G0002']","[1406529016, 1406529264]","['Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']","[1406500216, 1406542760]","['Oberoi2024A_Cal_PicA_Ch[58,61,...,210,226]', 'Oberoi2024A_Cal_HerA_Ch[58,61,...,210,226]']","[8.0, 3.82]"
2501240408,C4.5,2025-01-24 03:53:26.076000+00:00,2025-01-24 04:24:14.080000+00:00,2025-01-24 03:53:26.076000+00:00,2025-01-24 04:24:14.080000+00:00,1848,17,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1421726032, 1421726416, 1421726632, 1421727232, 1421727472, 1421727840]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'YAMAGAWA_SolarTrigger_20250124041718_Sun_Ch[57,64,...,222,230]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2501160306,C3.8,2025-01-16 02:54:09.606000+00:00,2025-01-16 03:10:45.608000+00:00,2025-01-16 02:54:09.606000+00:00,2025-01-16 03:10:45.608000+00:00,996,17,['G0002'],[1421031616],"['Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2411090401,C3.5,2024-11-09 03:55:25.355000+00:00,2024-11-09 04:08:09.357000+00:00,2024-11-09 03:55:25.355000+00:00,2024-11-09 04:08:09.357000+00:00,764,17,"['G0002', 'G0002', 'G0002', 'G0002']","[1415159920, 1415160360, 1415160376, 1415160400]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'YAMAGAWA_SolarTrigger_20241109040521_Sun_Ch[101,107,...,243,250]', 'YAMAGAWA_SolarTrigger_20241109040521_Sun_Ch[101,107,...,243,250]', 'YAMAGAWA_SolarTrigger_20241109040521_Sun_Ch[101,107,...,243,250]']",[],[],[]
2501240314,C3.2,2025-01-24 03:04:50.071000+00:00,2025-01-24 03:47:42.076000+00:00,2025-01-24 03:04:50.071000+00:00,2025-01-24 03:47:42.076000+00:00,2572,17,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1421723616, 1421724000, 1421724224, 1421724240, 1421724616, 1421724824, 1421725424]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'YAMAGAWA_SolarTrigger_20250124031920_Sun_Ch[57,65,...,241,250]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'YAMAGAWA_SolarTrigger_20250124032320_Sun_Ch[57,64,...,222,230]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2501090436,C1.7,2025-01-09 04:30:01.210000+00:00,2025-01-09 04:47:13.212000+00:00,2025-01-09 04:30:01.210000+00:00,2025-01-09 04:47:13.212000+00:00,1032,17,"['G0002', 'G0002']","[1420432216, 1420432752]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2501190331,M2.4,2025-01-19 03:29:41.584000+00:00,2025-01-19 03:49:09.586000+00:00,2025-01-19 03:29:41.584000+00:00,2025-01-19 03:49:09.586000+00:00,1168,16,"['G0002', 'G0002', 'G0002']","[1421292616, 1421292976, 1421293576]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2501230201,C9.2,2025-01-23 01:56:05.906000+00:00,2025-01-23 02:32:45.910000+00:00,2025-01-23 01:56:05.906000+00:00,2025-01-23 02:32:45.910000+00:00,2200,16,"['G0002', 'G0002', 'G0002', 'G0002']","[1421632816, 1421633608, 1421634208, 1421634616]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2405120256,C8.8,2024-05-12 02:46:58.180000+00:00,2024-05-12 03:17:10.184000+00:00,2024-05-12 02:46:58.180000+00:00,2024-05-12 03:17:10.184000+00:00,1812,16,['G0002'],[1399518016],"['Oberoi2024A_reg_Sun_Ch[58,61,...,210,226]']",[1399543216],"['Oberoi2024A_Cal_HydA_Ch[58,61,...,210,226]']",[7.0]
2411030433,C4.0,2024-11-03 04:26:33.211000+00:00,2024-11-03 04:42:17.113000+00:00,2024-11-03 04:26:33.211000+00:00,2024-11-03 04:42:17.113000+00:00,943,16,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1414643328, 1414643640, 1414643664, 1414643680, 1414643928]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'YAMAGAWA_SolarTrigger_20241103043319_Sun_Ch[100,105,...,227,233]', 'YAMAGAWA_SolarTrigger_20241103043319_Sun_Ch[100,105,...,227,233]', 'YAMAGAWA_SolarTrigger_20241103043319_Sun_Ch[100,105,...,227,233]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2502240430,C3.9,2025-02-24 04:26:42.024000+00:00,2025-02-24 05:04:02.028000+00:00,2025-02-24 04:26:42.024000+00:00,2025-02-24 05:04:02.028000+00:00,2240,16,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1424406616, 1424407440, 1424408040, 1424408416, 1424408640]","['Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2501310425,C3.3,2025-01-31 04:16:02.397000+00:00,2025-01-31 04:35:46.402000+00:00,2025-01-31 04:16:02.397000+00:00,2025-01-31 04:35:46.402000+00:00,1184,16,"['G0002', 'G0002', 'G0002']","[1422332400, 1422333000, 1422333016]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
2411260449,C3.1,2024-11-26 04:46:37.559000+00:00,2024-11-26 05:05:33.561000+00:00,2024-11-26 04:46:37.559000+00:00,2024-11-26 05:05:33.561000+00:00,1136,16,"['G0002', 'G0002', 'G0002']","[1416631928, 1416632416, 1416632592]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]', 'Sun_pointing_Sun_Ch[58,61,...,210,226]']",[],[],[]
2411250025,C8.5,2024-11-25 00:04:37.773000+00:00,2024-11-25 01:02:41.779000+00:00,2024-11-25 00:04:37.773000+00:00,2024-11-25 01:02:41.779000+00:00,3484,15,"['G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002', 'G0002']","[1416529088, 1416529112, 1416529312, 1416529328, 1416529344, 1416530040, 1416530056, 1416530080, 1416530640, 1416530664, 1416530680]","['YAMAGAWA_SolarTrigger_20241125001712_Sun_Ch[103,109,...,243,250]', 'YAMAGAWA_SolarTrigger_20241125001712_Sun_Ch[103,109,...,243,250]', 'YAMAGAWA_SolarTrigger_20241125002114_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241125002114_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241125002114_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241125003322_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241125003322_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241125003322_Sun_Ch[56,64,...,241,250]', 'YAMAGAWA_SolarTrigger_20241125004324_Sun_Ch[103,109,...,243,250]', 'YAMAGAWA_SolarTrigger_20241125004324_Sun_Ch[103,109,...,243,250]', 'YAMAGAWA_SolarTrigger_20241125004324_Sun_Ch[103,109,...,243,250]']",[],[],[]
2501170457,C4.8,2025-01-17 04:52:01.477000+00:00,2025-01-17 05:01:13.478000+00:00,2025-01-17 04:52:01.477000+00:00,2025-01-17 05:01:13.478000+00:00,552,15,"['G0002', 'G0002']","[1421124888, 1421125216]","['Sun_pointing_Sun_Ch[58,61,...,210,226]', 'Oberoi2024B_Sun_Ch[58,61,...,210,226]']",[],[],[]
